fecha_fallecimiento,departamento,n,corte
2020-05-21,ANCASH,10,2020-08-01
2020-05-21,CALLAO,3,2020-08-01
2020-05-21,HUANUCO,3,2020-08-01
2020-05-21,ICA,7,2020-08-01
2020-05-21,JUNIN,2,2020-08-01
2020-05-21,LA LIBERTAD,4,2020-08-01
2020-05-21,LAMBAYEQUE,20,2020-08-01
2020-05-21,LIMA,14,2020-08-01
2020-05-21,LORETO,7,2020-08-01
2020-05-21,MADRE DE DIOS,1,2020-08-01
2020-05-21,MOQUEGUA,1,2020-08-01
2020-05-21,PASCO,1,2020-08-01
2020-05-21,PIURA,15,2020-08-01
2020-05-21,TUMBES,5,2020-08-01
2020-05-21,UCAYALI,3,2020-08-01
2020-05-22,ANCASH,4,2020-08-01
2020-05-22,CAJAMARCA,2,2020-08-01
2020-05-22,CALLAO,9,2020-08-01
2020-05-22,HUANUCO,1,2020-08-01
2020-05-22,ICA,15,2020-08-01
2020-05-22,JUNIN,2,2020-08-01
2020-05-22,LA LIBERTAD,9,2020-08-01
2020-05-22,LAMBAYEQUE,17,2020-08-01
2020-05-22,LIMA,4,2020-08-01
2020-05-22,LORETO,3,2020-08-01
2020-05-22,PASCO,1,2020-08-01
2020-05-22,PIURA,16,2020-08-01
2020-05-22,SAN MARTIN,2,2020-08-01
2020-05-22,TUMBES,6,2020-08-01
2020-05-22,UCAYALI,4,2020-08-01
2020-05-23,ANCASH,6,2020-08-01
2020-05-23,CALLAO,6,2020-08-01
2020-05-23,HUANUCO,1,2020-08-01
2020-05-23,ICA,3,2020-08-01
2020-05-23,JUNIN,1,2020-08-01
2020-05-23,LA LIBERTAD,16,2020-08-01
2020-05-23,LAMBAYEQUE,15,2020-08-01
2020-05-23,LIMA,4,2020-08-01
2020-05-23,LORETO,3,2020-08-01
2020-05-23,PIURA,18,2020-08-01
2020-05-23,SAN MARTIN,2,2020-08-01
2020-05-23,TUMBES,3,2020-08-01
2020-05-23,UCAYALI,6,2020-08-01
2020-05-24,ANCASH,14,2020-08-01
2020-05-24,AYACUCHO,1,2020-08-01
2020-05-24,ICA,13,2020-08-01
2020-05-24,JUNIN,1,2020-08-01
2020-05-24,LA LIBERTAD,10,2020-08-01
2020-05-24,LAMBAYEQUE,17,2020-08-01
2020-05-24,LIMA,2,2020-08-01
2020-05-24,MADRE DE DIOS,1,2020-08-01
2020-05-24,PIURA,23,2020-08-01
2020-05-24,SAN MARTIN,3,2020-08-01
2020-05-24,TACNA,2,2020-08-01
2020-05-24,TUMBES,8,2020-08-01
2020-05-24,UCAYALI,1,2020-08-01
2020-05-25,ANCASH,13,2020-08-01
2020-05-25,AYACUCHO,1,2020-08-01
2020-05-25,CALLAO,1,2020-08-01
2020-05-25,HUANUCO,1,2020-08-01
2020-05-25,ICA,14,2020-08-01
2020-05-25,JUNIN,1,2020-08-01
2020-05-25,LA LIBERTAD,12,2020-08-01
2020-05-25,LAMBAYEQUE,11,2020-08-01
2020-05-25,LIMA,2,2020-08-01
2020-05-25,MOQUEGUA,1,2020-08-01
2020-05-25,PIURA,18,2020-08-01
2020-05-25,TUMBES,2,2020-08-01
2020-05-25,UCAYALI,1,2020-08-01
2020-05-26,ANCASH,12,2020-08-01
2020-05-26,HUANUCO,1,2020-08-01
2020-05-26,ICA,11,2020-08-01
2020-05-26,JUNIN,3,2020-08-01
2020-05-26,LA LIBERTAD,12,2020-08-01
2020-05-26,LAMBAYEQUE,15,2020-08-01
2020-05-26,PIURA,14,2020-08-01
2020-05-26,SAN MARTIN,3,2020-08-01
2020-05-26,TUMBES,2,2020-08-01
2020-05-26,UCAYALI,3,2020-08-01
2020-05-27,AMAZONAS,1,2020-08-01
2020-05-27,ANCASH,18,2020-08-01
2020-05-27,AREQUIPA,3,2020-08-01
2020-05-27,AYACUCHO,1,2020-08-01
2020-05-27,CALLAO,8,2020-08-01
2020-05-27,HUANUCO,4,2020-08-01
2020-05-27,ICA,3,2020-08-01
2020-05-27,JUNIN,4,2020-08-01
2020-05-27,LA LIBERTAD,24,2020-08-01
2020-05-27,LAMBAYEQUE,18,2020-08-01
2020-05-27,LIMA,69,2020-08-01
2020-05-27,LORETO,1,2020-08-01
2020-05-27,PIURA,37,2020-08-01
2020-05-27,SAN MARTIN,3,2020-08-01
2020-05-27,TUMBES,1,2020-08-01
2020-05-27,UCAYALI,5,2020-08-01
2020-05-28,AMAZONAS,2,2020-08-01
2020-05-28,ANCASH,18,2020-08-01
2020-05-28,APURIMAC,1,2020-08-01
2020-05-28,AREQUIPA,2,2020-08-01
2020-05-28,CAJAMARCA,2,2020-08-01
2020-05-28,CALLAO,9,2020-08-01
2020-05-28,HUANUCO,2,2020-08-01
2020-05-28,ICA,6,2020-08-01
2020-05-28,JUNIN,1,2020-08-01
2020-05-28,LA LIBERTAD,13,2020-08-01
2020-05-28,LAMBAYEQUE,18,2020-08-01
2020-05-28,LIMA,79,2020-08-01
2020-05-28,LORETO,4,2020-08-01
2020-05-28,PIURA,19,2020-08-01
2020-05-28,PUNO,1,2020-08-01
2020-05-28,SAN MARTIN,3,2020-08-01
2020-05-28,TUMBES,7,2020-08-01
2020-05-28,UCAYALI,2,2020-08-01
2020-05-29,ANCASH,14,2020-08-01
2020-05-29,APURIMAC,2,2020-08-01
2020-05-29,AREQUIPA,6,2020-08-01
2020-05-29,AYACUCHO,2,2020-08-01
2020-05-29,CAJAMARCA,1,2020-08-01
2020-05-29,CALLAO,14,2020-08-01
2020-05-29,HUANUCO,2,2020-08-01
2020-05-29,ICA,11,2020-08-01
2020-05-29,JUNIN,3,2020-08-01
2020-05-29,LA LIBERTAD,21,2020-08-01
2020-05-29,LAMBAYEQUE,22,2020-08-01
2020-05-29,LIMA,85,2020-08-01
2020-05-29,LORETO,2,2020-08-01
2020-05-29,MOQUEGUA,1,2020-08-01
2020-05-29,PASCO,1,2020-08-01
2020-05-29,PIURA,20,2020-08-01
2020-05-29,TUMBES,4,2020-08-01
2020-05-29,UCAYALI,3,2020-08-01
2020-05-30,ANCASH,11,2020-08-01
2020-05-30,AREQUIPA,5,2020-08-01
2020-05-30,AYACUCHO,1,2020-08-01
2020-05-30,CAJAMARCA,1,2020-08-01
2020-05-30,CALLAO,9,2020-08-01
2020-05-30,HUANUCO,2,2020-08-01
2020-05-30,ICA,5,2020-08-01
2020-05-30,JUNIN,3,2020-08-01
2020-05-30,LA LIBERTAD,32,2020-08-01
2020-05-30,LAMBAYEQUE,14,2020-08-01
2020-05-30,LIMA,91,2020-08-01
2020-05-30,LORETO,1,2020-08-01
2020-05-30,PIURA,29,2020-08-01
2020-05-30,SAN MARTIN,2,2020-08-01
2020-05-30,TACNA,1,2020-08-01
2020-05-30,TUMBES,8,2020-08-01
2020-05-30,UCAYALI,2,2020-08-01
2020-05-31,ANCASH,16,2020-08-01
2020-05-31,AREQUIPA,5,2020-08-01
2020-05-31,AYACUCHO,1,2020-08-01
2020-05-31,CAJAMARCA,1,2020-08-01
2020-05-31,CALLAO,8,2020-08-01
2020-05-31,HUANUCO,1,2020-08-01
2020-05-31,ICA,8,2020-08-01
2020-05-31,JUNIN,1,2020-08-01
2020-05-31,LA LIBERTAD,23,2020-08-01
2020-05-31,LAMBAYEQUE,15,2020-08-01
2020-05-31,LIMA,82,2020-08-01
2020-05-31,LORETO,1,2020-08-01
2020-05-31,MADRE DE DIOS,1,2020-08-01
2020-05-31,PIURA,23,2020-08-01
2020-05-31,SAN MARTIN,5,2020-08-01
2020-05-31,TUMBES,3,2020-08-01
2020-06-01,AMAZONAS,2,2020-08-01
2020-06-01,ANCASH,14,2020-08-01
2020-06-01,AREQUIPA,1,2020-08-01
2020-06-01,AYACUCHO,2,2020-08-01
2020-06-01,CAJAMARCA,1,2020-08-01
2020-06-01,CALLAO,9,2020-08-01
2020-06-01,ICA,6,2020-08-01
2020-06-01,JUNIN,2,2020-08-01
2020-06-01,LA LIBERTAD,22,2020-08-01
2020-06-01,LAMBAYEQUE,2,2020-08-01
2020-06-01,LIMA,95,2020-08-01
2020-06-01,LORETO,2,2020-08-01
2020-06-01,PASCO,2,2020-08-01
2020-06-01,PIURA,21,2020-08-01
2020-06-01,SAN MARTIN,7,2020-08-01
2020-06-01,TUMBES,6,2020-08-01
2020-06-01,UCAYALI,3,2020-08-01
2020-06-02,AMAZONAS,2,2020-08-01
2020-06-02,ANCASH,18,2020-08-01
2020-06-02,AREQUIPA,1,2020-08-01
2020-06-02,CALLAO,8,2020-08-01
2020-06-02,HUANUCO,1,2020-08-01
2020-06-02,ICA,3,2020-08-01
2020-06-02,JUNIN,1,2020-08-01
2020-06-02,LA LIBERTAD,22,2020-08-01
2020-06-02,LAMBAYEQUE,3,2020-08-01
2020-06-02,LIMA,85,2020-08-01
2020-06-02,LORETO,1,2020-08-01
2020-06-02,PIURA,24,2020-08-01
2020-06-02,PUNO,1,2020-08-01
2020-06-02,SAN MARTIN,5,2020-08-01
2020-06-02,TUMBES,8,2020-08-01
2020-06-02,UCAYALI,3,2020-08-01
2020-06-03,AMAZONAS,6,2020-08-01
2020-06-03,ANCASH,13,2020-08-01
2020-06-03,AREQUIPA,5,2020-08-01
2020-06-03,AYACUCHO,1,2020-08-01
2020-06-03,CAJAMARCA,2,2020-08-01
2020-06-03,CALLAO,14,2020-08-01
2020-06-03,CUSCO,1,2020-08-01
2020-06-03,HUANCAVELICA,1,2020-08-01
2020-06-03,ICA,11,2020-08-01
2020-06-03,JUNIN,3,2020-08-01
2020-06-03,LA LIBERTAD,26,2020-08-01
2020-06-03,LIMA,73,2020-08-01
2020-06-03,MADRE DE DIOS,2,2020-08-01
2020-06-03,PIURA,28,2020-08-01
2020-06-03,SAN MARTIN,9,2020-08-01
2020-06-03,TUMBES,7,2020-08-01
2020-06-04,AMAZONAS,3,2020-08-01
2020-06-04,ANCASH,17,2020-08-01
2020-06-04,APURIMAC,1,2020-08-01
2020-06-04,AREQUIPA,3,2020-08-01
2020-06-04,AYACUCHO,1,2020-08-01
2020-06-04,CAJAMARCA,2,2020-08-01
2020-06-04,CALLAO,9,2020-08-01
2020-06-04,HUANUCO,3,2020-08-01
2020-06-04,ICA,5,2020-08-01
2020-06-04,JUNIN,3,2020-08-01
2020-06-04,LA LIBERTAD,23,2020-08-01
2020-06-04,LAMBAYEQUE,8,2020-08-01
2020-06-04,LIMA,86,2020-08-01
2020-06-04,MADRE DE DIOS,3,2020-08-01
2020-06-04,PIURA,15,2020-08-01
2020-06-04,PUNO,1,2020-08-01
2020-06-04,SAN MARTIN,5,2020-08-01
2020-06-04,TUMBES,5,2020-08-01
2020-06-04,UCAYALI,1,2020-08-01
2020-06-05,ANCASH,11,2020-08-01
2020-06-05,AREQUIPA,1,2020-08-01
2020-06-05,CALLAO,9,2020-08-01
2020-06-05,HUANUCO,2,2020-08-01
2020-06-05,ICA,4,2020-08-01
2020-06-05,JUNIN,3,2020-08-01
2020-06-05,LA LIBERTAD,33,2020-08-01
2020-06-05,LAMBAYEQUE,1,2020-08-01
2020-06-05,LIMA,96,2020-08-01
2020-06-05,LORETO,3,2020-08-01
2020-06-05,MADRE DE DIOS,2,2020-08-01
2020-06-05,PIURA,4,2020-08-01
2020-06-05,SAN MARTIN,6,2020-08-01
2020-06-05,TUMBES,3,2020-08-01
2020-06-05,UCAYALI,1,2020-08-01
2020-06-06,AMAZONAS,1,2020-08-01
2020-06-06,ANCASH,9,2020-08-01
2020-06-06,CAJAMARCA,2,2020-08-01
2020-06-06,CALLAO,11,2020-08-01
2020-06-06,HUANCAVELICA,2,2020-08-01
2020-06-06,HUANUCO,4,2020-08-01
2020-06-06,ICA,9,2020-08-01
2020-06-06,JUNIN,2,2020-08-01
2020-06-06,LA LIBERTAD,21,2020-08-01
2020-06-06,LAMBAYEQUE,4,2020-08-01
2020-06-06,LIMA,109,2020-08-01
2020-06-06,LORETO,2,2020-08-01
2020-06-06,MADRE DE DIOS,2,2020-08-01
2020-06-06,MOQUEGUA,1,2020-08-01
2020-06-06,PIURA,8,2020-08-01
2020-06-06,SAN MARTIN,11,2020-08-01
2020-06-06,TUMBES,3,2020-08-01
2020-06-06,UCAYALI,2,2020-08-01
2020-06-07,ANCASH,6,2020-08-01
2020-06-07,APURIMAC,1,2020-08-01
2020-06-07,AREQUIPA,5,2020-08-01
2020-06-07,CAJAMARCA,2,2020-08-01
2020-06-07,CALLAO,2,2020-08-01
2020-06-07,CUSCO,1,2020-08-01
2020-06-07,HUANUCO,2,2020-08-01
2020-06-07,ICA,2,2020-08-01
2020-06-07,JUNIN,2,2020-08-01
2020-06-07,LA LIBERTAD,24,2020-08-01
2020-06-07,LAMBAYEQUE,1,2020-08-01
2020-06-07,LIMA,73,2020-08-01
2020-06-07,LORETO,2,2020-08-01
2020-06-07,MOQUEGUA,2,2020-08-01
2020-06-07,PIURA,5,2020-08-01
2020-06-07,SAN MARTIN,3,2020-08-01
2020-06-07,TUMBES,2,2020-08-01
2020-06-08,AMAZONAS,2,2020-08-01
2020-06-08,ANCASH,9,2020-08-01
2020-06-08,APURIMAC,2,2020-08-01
2020-06-08,AREQUIPA,6,2020-08-01
2020-06-08,AYACUCHO,1,2020-08-01
2020-06-08,CAJAMARCA,2,2020-08-01
2020-06-08,CALLAO,10,2020-08-01
2020-06-08,HUANCAVELICA,1,2020-08-01
2020-06-08,HUANUCO,1,2020-08-01
2020-06-08,ICA,6,2020-08-01
2020-06-08,JUNIN,4,2020-08-01
2020-06-08,LA LIBERTAD,26,2020-08-01
2020-06-08,LAMBAYEQUE,1,2020-08-01
2020-06-08,LIMA,105,2020-08-01
2020-06-08,LORETO,1,2020-08-01
2020-06-08,MADRE DE DIOS,4,2020-08-01
2020-06-08,PASCO,1,2020-08-01
2020-06-08,PIURA,11,2020-08-01
2020-06-08,SAN MARTIN,7,2020-08-01
2020-06-08,TUMBES,2,2020-08-01
2020-06-08,UCAYALI,1,2020-08-01
2020-06-09,AMAZONAS,2,2020-08-01
2020-06-09,ANCASH,8,2020-08-01
2020-06-09,AREQUIPA,10,2020-08-01
2020-06-09,AYACUCHO,3,2020-08-01
2020-06-09,CAJAMARCA,3,2020-08-01
2020-06-09,CALLAO,9,2020-08-01
2020-06-09,HUANUCO,1,2020-08-01
2020-06-09,ICA,8,2020-08-01
2020-06-09,JUNIN,4,2020-08-01
2020-06-09,LA LIBERTAD,37,2020-08-01
2020-06-09,LAMBAYEQUE,6,2020-08-01
2020-06-09,LIMA,101,2020-08-01
2020-06-09,LORETO,1,2020-08-01
2020-06-09,MADRE DE DIOS,1,2020-08-01
2020-06-09,MOQUEGUA,1,2020-08-01
2020-06-09,PASCO,1,2020-08-01
2020-06-09,PIURA,9,2020-08-01
2020-06-09,SAN MARTIN,3,2020-08-01
2020-06-09,UCAYALI,1,2020-08-01
2020-06-10,ANCASH,5,2020-08-01
2020-06-10,AREQUIPA,4,2020-08-01
2020-06-10,AYACUCHO,4,2020-08-01
2020-06-10,CAJAMARCA,2,2020-08-01
2020-06-10,CALLAO,8,2020-08-01
2020-06-10,HUANUCO,3,2020-08-01
2020-06-10,ICA,11,2020-08-01
2020-06-10,JUNIN,7,2020-08-01
2020-06-10,LA LIBERTAD,26,2020-08-01
2020-06-10,LAMBAYEQUE,6,2020-08-01
2020-06-10,LIMA,144,2020-08-01
2020-06-10,LORETO,2,2020-08-01
2020-06-10,MADRE DE DIOS,2,2020-08-01
2020-06-10,PIURA,8,2020-08-01
2020-06-10,SAN MARTIN,7,2020-08-01
2020-06-10,TUMBES,2,2020-08-01
2020-06-10,UCAYALI,1,2020-08-01
2020-06-11,AMAZONAS,1,2020-08-01
2020-06-11,ANCASH,7,2020-08-01
2020-06-11,AREQUIPA,10,2020-08-01
2020-06-11,CAJAMARCA,2,2020-08-01
2020-06-11,CALLAO,16,2020-08-01
2020-06-11,CUSCO,1,2020-08-01
2020-06-11,HUANUCO,2,2020-08-01
2020-06-11,ICA,11,2020-08-01
2020-06-11,JUNIN,3,2020-08-01
2020-06-11,LA LIBERTAD,31,2020-08-01
2020-06-11,LAMBAYEQUE,8,2020-08-01
2020-06-11,LIMA,118,2020-08-01
2020-06-11,MADRE DE DIOS,1,2020-08-01
2020-06-11,MOQUEGUA,1,2020-08-01
2020-06-11,PIURA,4,2020-08-01
2020-06-11,PUNO,1,2020-08-01
2020-06-11,SAN MARTIN,9,2020-08-01
2020-06-11,TUMBES,1,2020-08-01
2020-06-11,UCAYALI,2,2020-08-01
2020-06-12,AMAZONAS,3,2020-08-01
2020-06-12,ANCASH,11,2020-08-01
2020-06-12,AREQUIPA,11,2020-08-01
2020-06-12,AYACUCHO,2,2020-08-01
2020-06-12,CAJAMARCA,3,2020-08-01
2020-06-12,CALLAO,5,2020-08-01
2020-06-12,CUSCO,1,2020-08-01
2020-06-12,HUANUCO,3,2020-08-01
2020-06-12,ICA,7,2020-08-01
2020-06-12,JUNIN,4,2020-08-01
2020-06-12,LA LIBERTAD,28,2020-08-01
2020-06-12,LAMBAYEQUE,3,2020-08-01
2020-06-12,LIMA,116,2020-08-01
2020-06-12,LORETO,4,2020-08-01
2020-06-12,MADRE DE DIOS,2,2020-08-01
2020-06-12,PIURA,7,2020-08-01
2020-06-12,PUNO,2,2020-08-01
2020-06-12,SAN MARTIN,11,2020-08-01
2020-06-12,TUMBES,1,2020-08-01
2020-06-13,AMAZONAS,1,2020-08-01
2020-06-13,ANCASH,13,2020-08-01
2020-06-13,APURIMAC,1,2020-08-01
2020-06-13,AREQUIPA,3,2020-08-01
2020-06-13,AYACUCHO,2,2020-08-01
2020-06-13,CAJAMARCA,2,2020-08-01
2020-06-13,CALLAO,13,2020-08-01
2020-06-13,CUSCO,2,2020-08-01
2020-06-13,HUANCAVELICA,1,2020-08-01
2020-06-13,HUANUCO,1,2020-08-01
2020-06-13,ICA,11,2020-08-01
2020-06-13,JUNIN,10,2020-08-01
2020-06-13,LA LIBERTAD,33,2020-08-01
2020-06-13,LAMBAYEQUE,4,2020-08-01
2020-06-13,LIMA,100,2020-08-01
2020-06-13,LORETO,1,2020-08-01
2020-06-13,MADRE DE DIOS,3,2020-08-01
2020-06-13,PIURA,12,2020-08-01
2020-06-13,PUNO,1,2020-08-01
2020-06-13,SAN MARTIN,14,2020-08-01
2020-06-13,TUMBES,1,2020-08-01
2020-06-13,UCAYALI,4,2020-08-01
2020-06-14,AMAZONAS,1,2020-08-01
2020-06-14,ANCASH,7,2020-08-01
2020-06-14,APURIMAC,1,2020-08-01
2020-06-14,AREQUIPA,6,2020-08-01
2020-06-14,AYACUCHO,2,2020-08-01
2020-06-14,CAJAMARCA,1,2020-08-01
2020-06-14,CALLAO,12,2020-08-01
2020-06-14,CUSCO,1,2020-08-01
2020-06-14,HUANUCO,2,2020-08-01
2020-06-14,ICA,7,2020-08-01
2020-06-14,JUNIN,6,2020-08-01
2020-06-14,LA LIBERTAD,16,2020-08-01
2020-06-14,LAMBAYEQUE,5,2020-08-01
2020-06-14,LIMA,108,2020-08-01
2020-06-14,MADRE DE DIOS,3,2020-08-01
2020-06-14,MOQUEGUA,1,2020-08-01
2020-06-14,PASCO,1,2020-08-01
2020-06-14,PIURA,8,2020-08-01
2020-06-14,SAN MARTIN,8,2020-08-01
2020-06-14,TACNA,1,2020-08-01
2020-06-14,TUMBES,1,2020-08-01
2020-06-14,UCAYALI,1,2020-08-01
2020-06-15,AMAZONAS,4,2020-08-01
2020-06-15,ANCASH,9,2020-08-01
2020-06-15,AREQUIPA,6,2020-08-01
2020-06-15,AYACUCHO,1,2020-08-01
2020-06-15,CAJAMARCA,5,2020-08-01
2020-06-15,CALLAO,13,2020-08-01
2020-06-15,CUSCO,1,2020-08-01
2020-06-15,HUANCAVELICA,1,2020-08-01
2020-06-15,HUANUCO,1,2020-08-01
2020-06-15,ICA,3,2020-08-01
2020-06-15,LA LIBERTAD,17,2020-08-01
2020-06-15,LAMBAYEQUE,6,2020-08-01
2020-06-15,LIMA,121,2020-08-01
2020-06-15,LORETO,2,2020-08-01
2020-06-15,PASCO,1,2020-08-01
2020-06-15,PIURA,11,2020-08-01
2020-06-15,SAN MARTIN,10,2020-08-01
2020-06-15,TUMBES,5,2020-08-01
2020-06-15,UCAYALI,2,2020-08-01
2020-06-16,AMAZONAS,3,2020-08-01
2020-06-16,ANCASH,7,2020-08-01
2020-06-16,APURIMAC,1,2020-08-01
2020-06-16,AREQUIPA,13,2020-08-01
2020-06-16,AYACUCHO,1,2020-08-01
2020-06-16,CAJAMARCA,3,2020-08-01
2020-06-16,CALLAO,21,2020-08-01
2020-06-16,HUANCAVELICA,2,2020-08-01
2020-06-16,HUANUCO,4,2020-08-01
2020-06-16,ICA,16,2020-08-01
2020-06-16,JUNIN,7,2020-08-01
2020-06-16,LA LIBERTAD,19,2020-08-01
2020-06-16,LAMBAYEQUE,6,2020-08-01
2020-06-16,LIMA,105,2020-08-01
2020-06-16,LORETO,2,2020-08-01
2020-06-16,MADRE DE DIOS,1,2020-08-01
2020-06-16,PASCO,1,2020-08-01
2020-06-16,PIURA,9,2020-08-01
2020-06-16,SAN MARTIN,12,2020-08-01
2020-06-16,TACNA,1,2020-08-01
2020-06-16,TUMBES,2,2020-08-01
2020-06-16,UCAYALI,4,2020-08-01
2020-06-17,AMAZONAS,3,2020-08-01
2020-06-17,ANCASH,3,2020-08-01
2020-06-17,AREQUIPA,11,2020-08-01
2020-06-17,AYACUCHO,1,2020-08-01
2020-06-17,CAJAMARCA,2,2020-08-01
2020-06-17,CALLAO,8,2020-08-01
2020-06-17,CUSCO,2,2020-08-01
2020-06-17,HUANUCO,1,2020-08-01
2020-06-17,ICA,11,2020-08-01
2020-06-17,JUNIN,3,2020-08-01
2020-06-17,LA LIBERTAD,16,2020-08-01
2020-06-17,LAMBAYEQUE,8,2020-08-01
2020-06-17,LIMA,122,2020-08-01
2020-06-17,LORETO,1,2020-08-01
2020-06-17,MADRE DE DIOS,2,2020-08-01
2020-06-17,MOQUEGUA,2,2020-08-01
2020-06-17,PIURA,10,2020-08-01
2020-06-17,PUNO,1,2020-08-01
2020-06-17,SAN MARTIN,17,2020-08-01
2020-06-17,TUMBES,2,2020-08-01
2020-06-17,UCAYALI,5,2020-08-01
2020-06-18,AMAZONAS,3,2020-08-01
2020-06-18,ANCASH,6,2020-08-01
2020-06-18,APURIMAC,1,2020-08-01
2020-06-18,AREQUIPA,9,2020-08-01
2020-06-18,AYACUCHO,2,2020-08-01
2020-06-18,CAJAMARCA,3,2020-08-01
2020-06-18,CALLAO,7,2020-08-01
2020-06-18,HUANUCO,2,2020-08-01
2020-06-18,ICA,8,2020-08-01
2020-06-18,JUNIN,3,2020-08-01
2020-06-18,LA LIBERTAD,14,2020-08-01
2020-06-18,LAMBAYEQUE,6,2020-08-01
2020-06-18,LIMA,105,2020-08-01
2020-06-18,LORETO,3,2020-08-01
2020-06-18,MADRE DE DIOS,2,2020-08-01
2020-06-18,MOQUEGUA,1,2020-08-01
2020-06-18,PIURA,6,2020-08-01
2020-06-18,SAN MARTIN,10,2020-08-01
2020-06-19,AMAZONAS,1,2020-08-01
2020-06-19,ANCASH,8,2020-08-01
2020-06-19,AREQUIPA,5,2020-08-01
2020-06-19,CAJAMARCA,3,2020-08-01
2020-06-19,CALLAO,14,2020-08-01
2020-06-19,HUANUCO,2,2020-08-01
2020-06-19,ICA,7,2020-08-01
2020-06-19,JUNIN,1,2020-08-01
2020-06-19,LA LIBERTAD,17,2020-08-01
2020-06-19,LAMBAYEQUE,6,2020-08-01
2020-06-19,LIMA,102,2020-08-01
2020-06-19,LORETO,2,2020-08-01
2020-06-19,MADRE DE DIOS,1,2020-08-01
2020-06-19,PIURA,16,2020-08-01
2020-06-19,PUNO,1,2020-08-01
2020-06-19,SAN MARTIN,8,2020-08-01
2020-06-19,TACNA,1,2020-08-01
2020-06-19,TUMBES,1,2020-08-01
2020-06-19,UCAYALI,2,2020-08-01
2020-06-20,AMAZONAS,2,2020-08-01
2020-06-20,ANCASH,8,2020-08-01
2020-06-20,APURIMAC,1,2020-08-01
2020-06-20,AREQUIPA,7,2020-08-01
2020-06-20,CAJAMARCA,4,2020-08-01
2020-06-20,CALLAO,14,2020-08-01
2020-06-20,ICA,11,2020-08-01
2020-06-20,JUNIN,1,2020-08-01
2020-06-20,LA LIBERTAD,10,2020-08-01
2020-06-20,LAMBAYEQUE,5,2020-08-01
2020-06-20,LIMA,105,2020-08-01
2020-06-20,LORETO,3,2020-08-01
2020-06-20,MADRE DE DIOS,4,2020-08-01
2020-06-20,MOQUEGUA,1,2020-08-01
2020-06-20,PASCO,2,2020-08-01
2020-06-20,PIURA,6,2020-08-01
2020-06-20,SAN MARTIN,14,2020-08-01
2020-06-20,TUMBES,1,2020-08-01
2020-06-20,UCAYALI,1,2020-08-01
2020-06-21,AMAZONAS,4,2020-08-01
2020-06-21,ANCASH,7,2020-08-01
2020-06-21,APURIMAC,2,2020-08-01
2020-06-21,AREQUIPA,13,2020-08-01
2020-06-21,AYACUCHO,2,2020-08-01
2020-06-21,CAJAMARCA,1,2020-08-01
2020-06-21,CALLAO,9,2020-08-01
2020-06-21,HUANUCO,3,2020-08-01
2020-06-21,ICA,16,2020-08-01
2020-06-21,JUNIN,1,2020-08-01
2020-06-21,LA LIBERTAD,21,2020-08-01
2020-06-21,LAMBAYEQUE,4,2020-08-01
2020-06-21,LIMA,92,2020-08-01
2020-06-21,LORETO,1,2020-08-01
2020-06-21,MADRE DE DIOS,4,2020-08-01
2020-06-21,PASCO,2,2020-08-01
2020-06-21,PIURA,5,2020-08-01
2020-06-21,SAN MARTIN,6,2020-08-01
2020-06-21,TUMBES,1,2020-08-01
2020-06-22,AMAZONAS,1,2020-08-01
2020-06-22,ANCASH,5,2020-08-01
2020-06-22,AREQUIPA,9,2020-08-01
2020-06-22,AYACUCHO,1,2020-08-01
2020-06-22,CAJAMARCA,5,2020-08-01
2020-06-22,CALLAO,5,2020-08-01
2020-06-22,HUANUCO,3,2020-08-01
2020-06-22,ICA,5,2020-08-01
2020-06-22,JUNIN,4,2020-08-01
2020-06-22,LA LIBERTAD,19,2020-08-01
2020-06-22,LAMBAYEQUE,4,2020-08-01
2020-06-22,LIMA,99,2020-08-01
2020-06-22,MADRE DE DIOS,4,2020-08-01
2020-06-22,PIURA,6,2020-08-01
2020-06-22,PUNO,1,2020-08-01
2020-06-22,SAN MARTIN,8,2020-08-01
2020-06-22,UCAYALI,1,2020-08-01
2020-06-23,ANCASH,6,2020-08-01
2020-06-23,AREQUIPA,15,2020-08-01
2020-06-23,CAJAMARCA,3,2020-08-01
2020-06-23,CALLAO,8,2020-08-01
2020-06-23,HUANCAVELICA,1,2020-08-01
2020-06-23,HUANUCO,1,2020-08-01
2020-06-23,ICA,3,2020-08-01
2020-06-23,JUNIN,4,2020-08-01
2020-06-23,LA LIBERTAD,15,2020-08-01
2020-06-23,LAMBAYEQUE,5,2020-08-01
2020-06-23,LIMA,103,2020-08-01
2020-06-23,LORETO,2,2020-08-01
2020-06-23,MADRE DE DIOS,3,2020-08-01
2020-06-23,MOQUEGUA,2,2020-08-01
2020-06-23,PIURA,15,2020-08-01
2020-06-23,SAN MARTIN,6,2020-08-01
2020-06-23,TUMBES,1,2020-08-01
2020-06-23,UCAYALI,3,2020-08-01
2020-06-24,AMAZONAS,4,2020-08-01
2020-06-24,ANCASH,4,2020-08-01
2020-06-24,APURIMAC,1,2020-08-01
2020-06-24,AREQUIPA,6,2020-08-01
2020-06-24,CAJAMARCA,5,2020-08-01
2020-06-24,CALLAO,9,2020-08-01
2020-06-24,CUSCO,1,2020-08-01
2020-06-24,HUANUCO,3,2020-08-01
2020-06-24,ICA,9,2020-08-01
2020-06-24,JUNIN,4,2020-08-01
2020-06-24,LA LIBERTAD,19,2020-08-01
